amount,hour_of_day,sender_txn_count,receiver_txn_count,is_fraud
3783.88500600000,14,107,42,0
570.85359300000,10,85,30,0
8535.306721999999,6,123,75,0
1560.3058779999999,14,192,145,0
6080.862888000000,14,19,19,0
58942.71896400000,1,1,1,1
3992.918508000000,14,31,99,0
202002.35132300001,9,181,115,0
3943.214819000000,14,66,33,0
3185.2274060000000,13,96,148,0
6301.653411000000,13,81,96,0
649.9275910000000,15,5,52,0
344382.66867500002,1,2,3,1
1934.402122000000,16,145,82,0
741.9693250000000,17,82,8,0
11270.481049000000,19,42,128,0
597.8819300000000,9,104,126,0
1587.374577000000,13,49,92,0
7896.746688000000,12,58,145,0
2393.0734590000002,22,42,43,0
9803.835752000001,8,79,139,0
1030.962535000000,14,173,22,0
20167.74660400000,17,111,70,0
12303.984417000000,19,166,141,0
10810.557129000001,8,19,83,0
12656.801124000000,20,159,149,0
692.8810539999999,14,100,112,0
23146.454046999999,13,42,107,0
2429.709296000000,13,13,145,0
21411.167970999999,21,92,37,0
23791.220162000001,9,28,54,0
78499.46267399999,22,4,3,1
41945.94326200000,15,48,97,0
17819.34419900000,15,196,136,0
32135.37760200000,21,6,141,0
11072.663087999999,11,9,49,0
10013.870682999999,10,47,138,0
8244.277112000000,12,37,147,0
9435.450450000000,14,127,20,0
36702.3841520000,7,61,104,0
7360.783892000000,20,196,11,0
31376.35161600000,18,143,71,0
3150.529763000000,21,12,26,0
52517.116566999997,12,20,117,0
26507.408486000000,15,49,98,0
13399.053902000000,16,113,55,0
9903.113660999999,16,22,98,0
28869.615587000000,9,100,132,0
938.095114000000,10,188,114,0
10482.570750000001,14,190,134,0
54560.20311800000,1,6,1,1
5373.786211000000,11,115,92,0
10795.240972000000,10,138,3,0
84288.56184700000,17,124,34,0
204868.3766380000,2,2,0,1
7012.436763000000,15,5,118,0
7728.854264000000,13,44,73,0
1323.8133190000001,9,102,32,0
1066.2789920000000,12,152,74,0
8296.043180000001,20,83,27,0
10835.513370999999,14,148,143,0
6719.623369000000,19,193,83,0
1018.2200300000000,14,142,76,0
11739.426130000000,9,173,144,0
1387.9471960000001,6,58,115,0
18043.052242000002,20,62,53,0
4961.823670000000,21,153,100,0
2224.9164590000000,21,84,55,0
22205.61795900000,11,18,50,0
56570.979295999998,13,73,22,0
2876.4776929999998,7,48,118,0
3167.2110530000000,15,122,18,0
3332.411885000000,6,98,13,0
4306.548420000000,13,89,22,0
26162.15077600000,10,37,116,0
58038.781203999999,1,5,4,1
3560.389030000000,16,100,74,0
10416.209892000001,11,19,87,0
11826.075623000001,14,117,30,0
10670.672955000000,17,197,78,0
6107.515197000000,17,15,76,0
6435.737177000000,13,94,137,0
3678.2893220000001,8,44,46,0
2535.553207000000,18,139,71,0
3075.752610000000,10,142,51,0
1114.1489640000000,12,155,94,0
33241.58446400000,10,165,133,0
1962.748157000000,10,61,125,0
7952.868024000000,10,19,64,0
500000.0,5,2,4,1
7442.097155000000,21,83,111,0
3726.2100620000001,19,101,3,0
2607.0256820000000,16,110,62,0
7746.401891000000,10,127,26,0
3190.563664000000,12,152,13,0
2638.0708650000001,13,195,65,0
2072.915552000000,17,196,85,0
2270.551707000000,11,90,149,0
2543.3921230000001,17,22,75,0
13561.384610999999,10,21,102,0
2630.259366000000,13,138,117,0
3324.6288679999998,13,149,112,0
29437.028408999999,9,70,68,0
1061.955136000000,9,175,95,0
111241.5555080000,4,2,0,1
1229.2741930000000,19,187,20,0
6254.840030000000,22,162,24,0
6672.354124000000,8,43,51,0
5641.338597000000,19,40,122,0
3108.30071300000,8,147,126,0
3992.6400600000002,21,88,116,0
39407.6544480000,7,53,61,0
9576.119649000000,7,193,104,0
1374.985982000000,18,9,62,0
28425.345098999998,13,173,52,0
15862.747681000001,8,86,16,0
4137.68669100000,8,33,77,0
5552.857006000000,19,161,68,0
4949.735260000000,11,182,114,0
1195.0994109999999,9,34,20,0
10534.333240000000,18,147,36,0
8164.202521000000,8,133,80,0
8020.556563000000,12,164,52,0
977.886709000000,12,141,133,0
2596.1755410000001,11,49,29,0
26835.56251800000,15,126,74,0
865.4630730000000,8,182,26,0
15251.329578999999,17,85,55,0
3005.681431000000,17,103,144,0
2961.238782000000,8,186,40,0
1604.4536530000000,7,110,79,0
14096.716337000000,15,174,75,0
1806.4174290000001,11,180,50,0
16076.447972000000,12,32,113,0
5439.307135000000,17,42,84,0
2666.7341150000002,6,22,63,0
442.1483780000000,16,88,105,0
39207.42974700000,11,76,29,0
16002.228179000000,18,154,88,0
13430.601236000000,18,19,39,0
15259.499512000000,17,16,63,0
3566.070514000000,19,116,19,0
98746.74908600000,10,163,36,0
16095.047243000001,8,73,11,0
2212.8580330000000,8,186,4,0
1333.9846740000000,16,139,101,0
1083.060434000000,9,111,136,0
7538.061107000000,17,25,115,0
1932.6060460000001,9,20,35,0
1954.47594900000,9,172,103,0
2497.7298790000000,13,139,76,0
3334.1584800000001,11,132,62,0
7337.534600000000,15,186,139,0
17063.846544000000,12,149,19,0
2036.5071570000000,9,46,68,0
19209.06179400000,10,99,43,0
3745.327616000000,8,170,93,0
12663.825885000000,9,15,35,0
1095.1687150000000,12,138,82,0
7217.800719000000,11,180,104,0
2168.994665000000,9,50,12,0
3434.7299149999999,16,71,149,0
1180.001110000000,11,66,103,0
12874.46774400000,9,140,70,0
83674.71849200000,12,6,0,1
995.8768940000000,13,188,9,0
12379.84157500000,18,22,122,0
16692.411716999999,0,192,114,0
2349.4365240000002,16,101,13,0
2796.943920000000,8,11,67,0
4355.9076080000004,17,74,122,0
21949.784352999999,7,15,54,0
1147.3881220000001,22,189,29,0
47628.89281300000,9,0,3,1
5170.45348300000,1,47,40,0
14676.053911000001,6,43,11,0
21340.20009300000,17,101,144,0
1850.632344000000,11,20,12,0
1793.7156970000001,15,151,34,0
3659.597044000000,15,100,12,0
767.3651540000000,13,47,56,0
2029.4078059999999,16,169,16,0
5703.235594000000,13,104,111,0
25911.5868720000,2,2,1,1
131672.91342800000,16,3,3,1
16220.336858000001,19,74,70,0
92055.44176400000,17,182,70,0
9031.053683000000,16,89,40,0
5572.625967000000,10,96,149,0
5684.046001000000,14,34,40,0
2704.9718400000002,10,120,65,0
23420.238545000000,7,25,99,0
1809.0625640000001,16,47,25,0
7568.262874000000,9,106,89,0
1181.1450550000000,4,156,5,0
44385.84340000000,10,172,34,0
5117.61902000000,7,196,87,0
3004.795244000000,8,102,118,0
17574.073092999999,9,22,110,0
1447.1725460000000,15,31,52,0
3230.400833000000,9,91,33,0
8545.15011100000,13,183,133,0
1272.6529330000001,21,44,58,0
17569.6847680000,21,151,98,0
18901.14027400000,1,91,77,0
13767.902427000001,20,177,44,0
4909.217117000000,16,130,14,0
8130.997857000000,9,177,130,0
825.457548000000,12,173,21,0
2651.2683520000000,9,29,46,0
629.067501000000,16,57,94,0
2874.2144380000000,14,196,92,0
9334.358757000000,9,66,45,0
7067.609229000000,21,147,103,0
3641.0141640000002,9,137,38,0
19171.625078000001,15,3,3,1
15584.921458000001,8,13,114,0
26404.328308000000,18,52,68,0
1840.6712630000000,11,105,146,0
8222.09071300000,13,24,91,0
636.5712830000000,11,113,28,0
46273.46025100000,8,92,120,0
703.3726190000000,14,65,30,0
3567.2617129999999,14,63,132,0
17818.779571999999,14,146,69,0
9768.252681000000,6,151,12,0
28591.112192000001,13,167,24,0
9577.624927999999,9,64,5,0
28889.798285000001,14,67,115,0
4677.575074000000,7,119,62,0
10844.856927999999,20,62,49,0
856.4084329999999,16,123,77,0
966.0107610000000,7,147,27,0
1453.1379850000001,19,55,74,0
86539.25508100000,16,174,17,0
6319.3023940000003,15,121,48,0
13188.328401999999,18,98,58,0
4754.909186000000,6,111,20,0
2146.6602050000001,17,181,127,0
16713.065386999999,11,134,20,0
259.67821199999997,8,134,121,0
11405.038705000001,7,15,105,0
8619.812599000001,11,138,63,0
20437.161843999998,10,193,122,0
2534.1797529999999,23,119,43,0
322682.5652970000,3,1,1,1
1581.6843919999999,16,55,72,0
63164.751157999999,14,167,42,0
5824.838557000000,18,188,27,0
2952.560401000000,18,86,105,0
4844.455412000000,9,172,96,0
1429.0343140000000,16,37,50,0
6937.275618000000,15,38,121,0
1836.563430000000,5,177,55,0
15537.447394999999,6,79,60,0
23551.196241000001,14,169,50,0
27885.885661000000,10,173,108,0
1865.605953000000,11,109,148,0
33755.693477000001,1,6,1,1
4093.011132000000,18,18,74,0
12177.015237000000,7,121,146,0
9244.681957999999,13,127,79,0
17329.08251000000,11,182,127,0
5792.780660000000,10,169,62,0
1037.512123000000,17,133,127,0
916.0720229999999,14,50,17,0
2574.2291270000001,18,91,99,0
2716.1534139999999,16,67,95,0
3307.64507600000,19,109,80,0
10879.1403430000,2,97,74,0
3502.465579000000,15,125,55,0
1261.8689360000001,8,22,131,0
7577.92042000000,20,166,110,0
2892.986234000000,10,170,51,0
2343.1665429999998,10,8,63,0
7194.350242000000,9,191,129,0
37881.18207300000,8,5,2,1
15059.340167000000,8,182,4,0
1710.904528000000,11,5,63,0
13155.281835000000,11,61,61,0
1301.614572000000,15,74,89,0
2552.3827240000001,9,8,115,0
1539.0296539999999,16,175,32,0
10019.082301000000,17,199,118,0
34829.788078999998,8,197,57,0
25049.799347000000,9,158,31,0
6985.630753000000,21,85,108,0
3284.9743119999998,10,7,86,0
1605.9046820000001,8,112,75,0
4556.732511000000,16,105,88,0
523.3561549999999,12,32,109,0
23663.90521600000,11,194,125,0
3929.066558000000,15,95,140,0
2119.4463540000002,11,62,24,0
7995.703433000000,9,88,145,0
8601.264923000001,17,151,26,0
650.5164350000000,12,129,110,0
49978.84157800000,9,33,23,0
9057.982204000000,16,107,111,0
7942.576164000000,11,7,128,0
5272.841749000000,17,95,31,0
994.8499210000000,18,92,95,0
10906.674771000000,6,74,81,0
6178.023383000000,1,78,49,0
4198.924982000000,9,140,135,0
28369.903075999999,14,161,30,0
1023.6769340000000,7,128,116,0
1292.0762769999999,13,135,95,0
1578.8097280000000,9,94,15,0
5009.494997000000,12,47,130,0
5782.4898960000000,21,55,135,0
2557.095927000000,17,131,105,0
3723.9872129999999,19,116,110,0
101534.83793400000,1,3,3,1
216740.0610040000,16,0,4,1
50518.5233220000,15,171,125,0
23985.160995999999,16,139,21,0
135371.07942500000,5,3,4,1
13270.917385999999,19,13,73,0
2123.5380489999998,18,150,135,0
4430.874352000000,20,35,103,0
1904.5089470000000,12,196,44,0
1035.7041389999999,9,168,44,0
2119.4681310000001,15,23,130,0
16602.11062500000,7,96,140,0
1112.9896960000001,7,60,134,0
3298.9512580000001,9,64,32,0
674.0017910000000,9,27,116,0
4264.15741300000,12,132,129,0
248.03442600000000,14,7,99,0
5539.805122000000,10,62,20,0
446.82149700000002,19,97,146,0
9999.539166000000,9,64,133,0
4221.74220700000,14,96,108,0
404.10902700000003,5,136,27,0
14527.825016999999,12,126,63,0
1317.719465000000,9,198,107,0
12912.24142900000,7,166,149,0
9602.869998000000,13,79,139,0
1104.3716159999999,7,161,128,0
8895.75173100000,8,148,96,0
500000.0,8,6,1,1
46681.01673500000,21,99,30,0
9984.864283999999,10,21,20,0
1130.0307610000000,10,26,117,0
804.0344380000000,7,128,36,0
16238.59205600000,12,49,81,0
6248.825948000000,13,100,21,0
12955.652614000001,12,109,121,0
2339.3866509999998,14,92,139,0
153918.1481080000,1,6,3,1
4244.808831000000,7,41,33,0
33511.536821000002,9,119,125,0
6801.563752000000,12,191,12,0
1368.7951710000000,14,69,103,0
14032.711916000000,11,114,9,0
369.5424240000000,11,159,102,0
16209.721210000000,15,6,67,0
4510.1283800000,15,85,116,0
52482.98365200000,13,75,16,0
155130.06502499999,13,6,1,1
28656.86568500000,11,92,73,0
6934.308467000000,7,119,24,0
4810.163904000000,12,87,143,0
39366.07823900000,12,146,85,0
4102.765020000000,18,111,132,0
2423.001383000000,11,198,42,0
1948.8942450000000,8,185,81,0
14508.784519999999,8,87,127,0
9545.4197640000,21,19,22,0
5875.370607000000,16,103,5,0
3786.965959000000,10,52,132,0
9081.291309000000,12,155,100,0
16447.841929999999,12,149,56,0
3090.5679279999999,9,115,76,0
21838.616383000000,10,171,142,0
281779.10194500000,13,7,2,1
2613.520836000000,11,176,143,0
1645.5707150000001,17,149,101,0
177.14845700000001,8,52,120,0
8603.954894000000,16,37,104,0
1142.9274009999999,13,24,69,0
7783.1314330000,18,35,103,0
19449.963457000002,13,18,101,0
17573.623746000001,10,44,40,0
21807.190856000001,18,174,124,0
54983.82324300000,6,93,5,0
2771.397966000000,20,32,58,0
7127.992039000000,21,27,131,0
12295.656604000000,21,37,106,0
13134.960276000000,12,5,2,1
24960.581270999999,5,171,85,0
6727.238072000000,21,186,48,0
1773.5392050000000,7,20,69,0
2606.048810000000,16,98,114,0
67192.42035000000,1,0,1,1
4362.369336000000,12,149,43,0
1334.975711000000,16,149,132,0
873.3760720000000,19,136,45,0
1999.4960100000001,17,11,100,0
1718.830327000000,8,81,99,0
5196.367548000000,10,132,31,0
1444.112105000000,14,119,140,0
2429.383340000000,14,191,77,0
43792.61732200000,13,147,103,0
8221.649896000001,10,153,55,0
824.9562470000000,16,153,86,0
5992.644384000000,12,179,145,0
4604.507485000000,20,161,145,0
1768.4643900000001,18,67,95,0
2796.294850000000,18,18,129,0
4203.359015000000,20,199,92,0
14010.786407000000,11,55,3,0
16776.91155100000,11,12,130,0
23623.707467000000,13,36,53,0
1443.0592520000000,16,174,50,0
10653.72883700000,10,19,26,0
3979.7973470000002,13,147,144,0
587.0244950000000,22,57,86,0
7811.181785000000,17,82,54,0
7442.620124000000,9,13,36,0
2413.0358440000000,10,45,6,0
151473.25267500000,7,1,4,1
2052.9666090000001,11,38,17,0
34994.891314000000,16,83,65,0
3608.38370800000,11,13,37,0
2831.691405000000,15,144,62,0
8639.866577999999,9,148,61,0
1673.3583850000000,7,89,4,0
4059.2979599999999,17,66,95,0
5579.779562000000,9,189,136,0
5042.966651000000,8,185,103,0
446.45263399999999,21,154,86,0
38794.39803200000,20,81,116,0
1664.5567599999999,14,159,106,0
10844.765103000000,8,142,144,0
1000.052156000000,7,81,118,0
31698.531658000000,9,171,58,0
3151.036555000000,16,28,76,0
4132.403964000000,15,105,69,0
2421.460846000000,15,134,36,0
3177.7148600000000,7,171,138,0
1927.7387240000000,10,136,103,0
5181.455043000000,13,78,68,0
26738.400887000000,14,17,120,0
3790.6576420000001,20,110,90,0
3523.9006589999999,12,126,134,0
2288.310996000000,14,45,103,0
17559.402020000001,10,113,79,0
928.9445810000000,16,55,15,0
30036.478985999998,16,53,36,0
15454.811008999999,8,107,149,0
66194.99373800000,1,0,0,1
1637.3574369999999,21,177,135,0
12330.171687000000,13,52,44,0
2669.283704000000,16,122,71,0
8229.738869000001,9,130,32,0
5778.902971000000,15,176,74,0
16733.884663000001,10,128,11,0
216268.22074600001,1,7,2,1
5065.727510000000,22,26,130,0
4507.401977000000,13,72,84,0
945.3213029999999,12,106,106,0
15310.966546000000,9,186,145,0
2289.582920000000,18,24,10,0
482.7254490000000,13,114,18,0
12796.042751000001,19,168,127,0
2452.2739299999998,13,140,54,0
7948.7495570000001,9,80,24,0
472.2434520000000,9,98,36,0
2381.280501000000,12,154,8,0
789.7255360000000,8,162,67,0
3769.0579419999999,18,15,11,0
12310.74718200000,11,94,44,0
3595.411617000000,15,155,77,0
3475.905179000000,12,155,81,0
48470.823044999997,13,60,44,0
3185.112232000000,13,73,125,0
241734.87186399999,0,6,3,1
87256.12679100000,8,7,4,1
